CustomerID,CustomerName,Gender,Age,CustomerSegment,City,Province,Country,JoinDate
C00298,Avery Turner,Female,48,Consumer,Longueuil,Quebec,Canada,2024-09-30
C00299,Benjamin Bélanger,Non-binary,33,Consumer,Edmonton,Alberta,Canada,2024-10-01
C00300,Daniel Clarke,Male,26,Corporate,St. John's,Newfoundland and Labrador,Canada,2024-05-01
C00301,Audrey Bélanger,Male,18,Small Business,Red Deer,Alberta,Canada,2023-05-13
C00302,Hannah Young,Non-binary,44,Consumer,Halifax,Nova Scotia,Canada,2023-02-23
C00303,Joseph Martin,Non-binary,35,Small Business,Saskatoon,Saskatchewan,Canada,2023-06-23
C00304,Riley Scott,Male,25,Consumer,Halifax,Nova Scotia,Canada,2023-03-06
C00305,Wyatt Thomas,Female,41,Corporate,Halifax,Nova Scotia,Canada,2023-12-10
C00306,Sophia Lam,Male,21,Small Business,Kelowna,British Columbia,Canada,2023-12-05
C00307,Daniel Harris,Female,39,Consumer,Calgary,Alberta,Canada,2022-03-28
C00308,Riley Bernard,Male,55,Consumer,Charlottetown,Prince Edward Island,Canada,2023-08-13
C00309,James Dubois,Male,28,Consumer,Victoria,British Columbia,Canada,2022-02-27
C00310,Avery Reid,Female,52,Consumer,Charlottetown,Prince Edward Island,Canada,2022-07-28
C00311,Wyatt Fournier,Non-binary,25,Small Business,Lethbridge,Alberta,Canada,2024-05-16
C00312,Isaac Lee,Non-binary,34,Consumer,Fredericton,New Brunswick,Canada,2023-03-21
C00313,Ava Fournier,Female,40,Consumer,Edmonton,Alberta,Canada,2023-10-28
C00314,Joseph Lefebvre,Non-binary,19,Consumer,Moncton,New Brunswick,Canada,2023-04-22
C00315,Isaac Lefebvre,Female,37,Consumer,St. John's,Newfoundland and Labrador,Canada,2024-04-11
C00316,Mason Bouchard,Male,56,Consumer,Fredericton,New Brunswick,Canada,2024-11-15
C00317,Jack Turner,Male,46,Consumer,Quebec City,Quebec,Canada,2023-01-27
C00318,Carter Thomas,Non-binary,33,Consumer,Toronto,Ontario,Canada,2022-03-03
C00319,Nora Campbell,Female,29,Consumer,Moncton,New Brunswick,Canada,2024-06-13
C00320,Liam Lee,Non-binary,51,Consumer,Surrey,British Columbia,Canada,2023-08-22
C00321,William Thomas,Male,43,Consumer,St. John's,Newfoundland and Labrador,Canada,2024-08-22
C00322,Jack Miller,Male,37,Consumer,St. John's,Newfoundland and Labrador,Canada,2023-07-03
C00323,Jack Bernard,Male,56,Small Business,Sydney,Nova Scotia,Canada,2023-10-24
C00324,Owen Khan,Non-binary,39,Consumer,Lethbridge,Alberta,Canada,2024-11-19
C00325,Ava Campbell,Female,44,Consumer,Winnipeg,Manitoba,Canada,2024-03-24
C00326,Lily Nguyen,Female,25,Consumer,Corner Brook,Newfoundland and Labrador,Canada,2022-02-19
C00327,Leo Lam,Female,59,Consumer,Montreal,Quebec,Canada,2024-04-26
C00328,Liam Côté,Male,25,Consumer,Windsor,Ontario,Canada,2022-11-19
C00329,Zoey Singh,Non-binary,18,Consumer,Charlottetown,Prince Edward Island,Canada,2024-02-21
C00330,Amelia Chen,Non-binary,43,Consumer,Vancouver,British Columbia,Canada,2024-02-21
C00331,Wyatt Dubois,Female,51,Consumer,Longueuil,Quebec,Canada,2022-11-03
C00332,Olivia Thomas,Female,31,Small Business,Corner Brook,Newfoundland and Labrador,Canada,2022-02-08
C00333,Evelyn Dubois,Male,34,Consumer,Windsor,Ontario,Canada,2023-05-10
C00334,Nathan Harris,Female,41,Consumer,St. John's,Newfoundland and Labrador,Canada,2022-02-26
C00335,Ava Clarke,Non-binary,64,Consumer,Sydney,Nova Scotia,Canada,2023-02-25
C00336,Lucas Martin,Non-binary,29,Consumer,Charlottetown,Prince Edward Island,Canada,2022-09-30
C00337,Joseph Clarke,Non-binary,58,Consumer,Moncton,New Brunswick,Canada,2023-06-28
C00338,Charlotte Martin,Male,44,Consumer,Montreal,Quebec,Canada,2022-03-11
C00339,Amelia Gagnon,Female,43,Consumer,Winnipeg,Manitoba,Canada,2023-01-18
C00340,David Dubois,Female,31,Consumer,Richmond,British Columbia,Canada,2023-10-22
C00341,Mateo Nguyen,Male,50,Consumer,Saint John,New Brunswick,Canada,2024-08-14
C00342,Wyatt Anderson,Female,26,Consumer,Toronto,Ontario,Canada,2022-03-27
C00343,Olivia Evans,Female,74,Consumer,Winnipeg,Manitoba,Canada,2024-01-04
C00344,Chloe Walker,Female,59,Consumer,Charlottetown,Prince Edward Island,Canada,2023-10-13
C00345,Joseph Wilson,Female,51,Corporate,Laval,Quebec,Canada,2023-08-25
C00346,Riley Wilson,Non-binary,32,Small Business,Saint John,New Brunswick,Canada,2022-08-01
C00347,Audrey Hall,Male,45,Small Business,Charlottetown,Prince Edward Island,Canada,2024-03-01
C00348,Jack Khan,Female,30,Consumer,Charlottetown,Prince Edward Island,Canada,2024-05-20
C00349,Julian Martin,Female,20,Consumer,Brandon,Manitoba,Canada,2023-04-03
C00350,Isabella Young,Male,53,Consumer,Charlottetown,Prince Edward Island,Canada,2024-05-09
C00351,David Bernard,Non-binary,45,Consumer,Brandon,Manitoba,Canada,2024-06-05
C00352,Scarlett Wilson,Non-binary,26,Corporate,Kitchener,Ontario,Canada,2023-04-05
C00353,Charlotte Lam,Female,47,Consumer,Corner Brook,Newfoundland and Labrador,Canada,2024-01-07
C00354,Daniel Reid,Female,33,Consumer,Saint John,New Brunswick,Canada,2022-03-21
C00355,Benjamin MacDonald,Male,20,Consumer,Sydney,Nova Scotia,Canada,2024-03-09
C00356,Hannah Lee,Male,43,Consumer,Windsor,Ontario,Canada,2023-02-04
C00357,Grace Reid,Female,39,Consumer,Saskatoon,Saskatchewan,Canada,2023-10-19
C00358,James Wong,Non-binary,26,Consumer,Brandon,Manitoba,Canada,2022-11-02
C00359,Joseph Morgan,Non-binary,19,Consumer,Edmonton,Alberta,Canada,2023-12-05
C00360,Sophia Dubois,Non-binary,31,Consumer,Charlottetown,Prince Edward Island,Canada,2022-06-07
C00361,Avery Stewart,Female,45,Consumer,Saint John,New Brunswick,Canada,2023-07-19
C00362,William Thomas,Non-binary,18,Consumer,Quebec City,Quebec,Canada,2023-11-25
C00363,Alexander Walker,Female,29,Consumer,St. John's,Newfoundland and Labrador,Canada,2023-05-24
C00364,William Chen,Female,51,Corporate,Charlottetown,Prince Edward Island,Canada,2022-04-02
C00365,Lily Lam,Female,58,Consumer,Brandon,Manitoba,Canada,2022-10-04
C00366,William Hall,Non-binary,53,Small Business,Surrey,British Columbia,Canada,2022-12-12
C00367,Liam Campbell,Female,26,Corporate,Halifax,Nova Scotia,Canada,2022-08-14
C00368,Noah Roy,Female,47,Consumer,Saint John,New Brunswick,Canada,2022-08-10
C00369,Lucas Walker,Non-binary,54,Consumer,Longueuil,Quebec,Canada,2022-11-01
C00370,Sophia Anderson,Male,63,Consumer,Longueuil,Quebec,Canada,2022-02-09
C00371,Owen Wong,Female,23,Consumer,Surrey,British Columbia,Canada,2023-06-09
C00372,Isabella MacDonald,Female,25,Consumer,Brandon,Manitoba,Canada,2023-07-24
C00373,Emma Fournier,Female,38,Small Business,Kitchener,Ontario,Canada,2023-08-21
C00374,Owen Bélanger,Female,48,Consumer,Saskatoon,Saskatchewan,Canada,2022-02-11
C00375,Benjamin Scott,Non-binary,40,Consumer,Gatineau,Quebec,Canada,2023-01-30
C00376,Alexander Thomas,Male,36,Consumer,Regina,Saskatchewan,Canada,2022-06-03
C00377,Michael Wilson,Male,29,Consumer,Richmond,British Columbia,Canada,2022-02-18
C00378,Olivia Turner,Non-binary,44,Small Business,Hamilton,Ontario,Canada,2023-11-10
C00379,James Patel,Non-binary,49,Small Business,Burnaby,British Columbia,Canada,2024-10-17
C00380,William Young,Female,56,Consumer,Saint John,New Brunswick,Canada,2022-07-28
C00381,Alexander MacDonald,Male,32,Consumer,Saskatoon,Saskatchewan,Canada,2022-01-31
C00382,Abigail MacDonald,Non-binary,21,Consumer,Fredericton,New Brunswick,Canada,2022-07-29
C00383,Charlotte Hall,Female,33,Consumer,Halifax,Nova Scotia,Canada,2022-03-25
C00384,Charlotte Tremblay,Male,46,Consumer,Brandon,Manitoba,Canada,2023-09-11
C00385,Mason Anderson,Male,46,Consumer,Saint John,New Brunswick,Canada,2022-02-10
C00386,Ava Singh,Non-binary,25,Consumer,Fort McMurray,Alberta,Canada,2023-07-12
C00387,Joseph Bernard,Female,36,Consumer,Red Deer,Alberta,Canada,2024-02-17
C00388,Scarlett Anderson,Female,52,Corporate,Gatineau,Quebec,Canada,2024-03-04
C00389,Jack Clarke,Female,18,Consumer,Winnipeg,Manitoba,Canada,2022-09-14
C00390,Carter Tremblay,Male,48,Small Business,Saskatoon,Saskatchewan,Canada,2023-01-26
C00391,David Martin,Non-binary,32,Consumer,Regina,Saskatchewan,Canada,2024-09-08
C00392,Liam Clarke,Female,46,Consumer,Victoria,British Columbia,Canada,2023-10-10
C00393,Mia Stewart,Female,47,Consumer,Fort McMurray,Alberta,Canada,2024-01-12
C00394,Sophia Nguyen,Non-binary,37,Small Business,Winnipeg,Manitoba,Canada,2023-04-23
C00395,Amelia Brown,Non-binary,67,Consumer,Fort McMurray,Alberta,Canada,2024-06-20
C00396,Evelyn Côté,Female,25,Consumer,Corner Brook,Newfoundland and Labrador,Canada,2023-04-18
C00397,Hudson Roy,Non-binary,61,Small Business,Regina,Saskatchewan,Canada,2022-12-03
C00398,Carter Lefebvre,Female,18,Consumer,Moncton,New Brunswick,Canada,2022-11-29
C00399,Wyatt Khan,Female,32,Consumer,Saskatoon,Saskatchewan,Canada,2024-01-27
C00400,Mason Thomas,Non-binary,30,Consumer,Kingston,Ontario,Canada,2023-10-09
C00401,Sofia Hall,Non-binary,57,Consumer,Saskatoon,Saskatchewan,Canada,2022-02-22
C00402,Alexander Young,Non-binary,55,Small Business,Kitchener,Ontario,Canada,2023-02-22
C00403,William Lefebvre,Male,42,Consumer,St. John's,Newfoundland and Labrador,Canada,2024-12-08
C00404,Noah Hughes,Female,36,Consumer,Victoria,British Columbia,Canada,2022-05-03
C00405,William Scott,Male,43,Consumer,Toronto,Ontario,Canada,2024-09-02
C00406,William Côté,Male,40,Consumer,Charlottetown,Prince Edward Island,Canada,2023-08-15
C00407,Sofia Hughes,Non-binary,55,Consumer,Saskatoon,Saskatchewan,Canada,2022-06-07
C00408,Hannah Dubois,Female,18,Consumer,Saint John,New Brunswick,Canada,2024-07-11
C00409,Lily Morgan,Male,40,Consumer,Gatineau,Quebec,Canada,2022-06-05
C00410,Ethan Reid,Non-binary,42,Consumer,Edmonton,Alberta,Canada,2023-10-19
C00411,Wyatt Lam,Male,46,Small Business,Vancouver,British Columbia,Canada,2022-03-22
C00412,Carter Young,Non-binary,41,Consumer,Charlottetown,Prince Edward Island,Canada,2024-08-07
C00413,Avery Roy,Male,49,Consumer,Red Deer,Alberta,Canada,2024-10-05
C00414,Hannah Miller,Non-binary,33,Small Business,Regina,Saskatchewan,Canada,2022-03-19
C00415,Aria Roy,Male,37,Consumer,Saskatoon,Saskatchewan,Canada,2024-03-23
C00416,Scarlett Martin,Male,53,Consumer,Vancouver,British Columbia,Canada,2022-09-23
C00417,Alexander Miller,Female,39,Consumer,London,Ontario,Canada,2023-04-24
C00418,Ethan Clarke,Male,18,Small Business,Fredericton,New Brunswick,Canada,2024-08-23
C00419,Liam Chen,Female,53,Small Business,Charlottetown,Prince Edward Island,Canada,2022-06-02
C00420,Nora Evans,Male,30,Consumer,Ottawa,Ontario,Canada,2022-08-05
C00421,Henry Gagnon,Non-binary,49,Consumer,Calgary,Alberta,Canada,2022-05-03
C00422,Jack Gagnon,Male,23,Consumer,Vancouver,British Columbia,Canada,2022-07-19
C00423,Emma Walker,Non-binary,42,Small Business,Gatineau,Quebec,Canada,2022-07-21
C00424,Lily Reid,Female,18,Consumer,St. John's,Newfoundland and Labrador,Canada,2022-10-21
C00425,Jack Clarke,Non-binary,24,Consumer,Calgary,Alberta,Canada,2023-12-30
C00426,Violet Reid,Male,21,Small Business,Charlottetown,Prince Edward Island,Canada,2022-03-09
C00427,Riley Young,Female,41,Consumer,Regina,Saskatchewan,Canada,2023-11-07
C00428,Aria Scott,Non-binary,33,Consumer,Winnipeg,Manitoba,Canada,2023-02-14
C00429,Isabella Campbell,Female,35,Consumer,Corner Brook,Newfoundland and Labrador,Canada,2024-09-18
C00430,Lily Wong,Female,57,Corporate,Victoria,British Columbia,Canada,2024-04-08
C00431,Alexander Fournier,Male,49,Consumer,Winnipeg,Manitoba,Canada,2023-10-05
C00432,Jack Roy,Female,42,Consumer,Sherbrooke,Quebec,Canada,2023-08-05
C00433,Daniel Hall,Non-binary,58,Consumer,Sydney,Nova Scotia,Canada,2022-11-01
C00434,Daniel Johnson,Non-binary,34,Consumer,Burnaby,British Columbia,Canada,2022-12-01
C00435,Abigail Taylor,Female,42,Consumer,Charlottetown,Prince Edward Island,Canada,2023-09-10
C00436,Sofia Johnson,Non-binary,39,Small Business,Saint John,New Brunswick,Canada,2024-03-11
C00437,Carter Brown,Male,25,Small Business,Windsor,Ontario,Canada,2022-12-31
C00438,Audrey Fournier,Non-binary,26,Consumer,Halifax,Nova Scotia,Canada,2022-08-27
C00439,Samuel Khan,Non-binary,45,Consumer,Sydney,Nova Scotia,Canada,2024-06-25
C00440,Isaac Turner,Male,37,Small Business,Brandon,Manitoba,Canada,2024-06-07
C00441,Avery Stewart,Non-binary,32,Consumer,Saskatoon,Saskatchewan,Canada,2022-06-16
C00442,Violet Lefebvre,Male,24,Consumer,Kelowna,British Columbia,Canada,2024-04-05
C00443,Evelyn Singh,Male,27,Consumer,Charlottetown,Prince Edward Island,Canada,2023-11-09
C00444,Sophia Campbell,Male,49,Corporate,Charlottetown,Prince Edward Island,Canada,2024-05-20
C00445,Alexander Lee,Male,36,Small Business,Toronto,Ontario,Canada,2023-09-09
C00446,Emma Anderson,Non-binary,42,Small Business,Brandon,Manitoba,Canada,2022-09-16
C00447,Leo Evans,Male,36,Consumer,Corner Brook,Newfoundland and Labrador,Canada,2022-05-20
C00448,Michael Turner,Male,60,Consumer,Regina,Saskatchewan,Canada,2022-03-03
C00449,Olivia Patel,Non-binary,44,Consumer,Sydney,Nova Scotia,Canada,2023-11-28
C00450,Owen Wong,Non-binary,66,Consumer,Charlottetown,Prince Edward Island,Canada,2023-07-28
C00451,Benjamin Clarke,Male,18,Consumer,Charlottetown,Prince Edward Island,Canada,2024-12-07
C00452,Isaac Stewart,Non-binary,37,Small Business,Surrey,British Columbia,Canada,2023-09-14
C00453,Alexander Thomas,Female,34,Small Business,St. John's,Newfoundland and Labrador,Canada,2022-05-07
C00454,Ava Bernard,Non-binary,41,Consumer,Corner Brook,Newfoundland and Labrador,Canada,2023-08-05
C00455,Carter Wilson,Non-binary,50,Consumer,St. John's,Newfoundland and Labrador,Canada,2023-05-26
C00456,Owen Côté,Male,41,Consumer,Charlottetown,Prince Edward Island,Canada,2024-08-06
C00457,Daniel Lam,Non-binary,56,Consumer,Windsor,Ontario,Canada,2022-01-23
C00458,Olivia Martin,Male,34,Consumer,St. John's,Newfoundland and Labrador,Canada,2024-02-24
C00459,Evelyn Wong,Female,42,Consumer,London,Ontario,Canada,2023-03-28
C00460,Mia Lefebvre,Non-binary,42,Consumer,St. John's,Newfoundland and Labrador,Canada,2022-09-13
C00461,Nathan Côté,Male,30,Consumer,Victoria,British Columbia,Canada,2022-09-02
C00462,Sofia Morgan,Female,30,Consumer,Quebec City,Quebec,Canada,2023-12-28
C00463,Sofia Lefebvre,Male,43,Consumer,Toronto,Ontario,Canada,2023-07-13
C00464,Nora Harris,Male,44,Consumer,Red Deer,Alberta,Canada,2022-09-10
C00465,Harper Wilson,Female,42,Consumer,Sherbrooke,Quebec,Canada,2022-04-02
C00466,Lucas Taylor,Female,36,Consumer,Halifax,Nova Scotia,Canada,2024-08-11
C00467,Emma MacDonald,Male,42,Consumer,Guelph,Ontario,Canada,2024-11-16
C00468,Emma Evans,Female,58,Consumer,Hamilton,Ontario,Canada,2024-03-08
C00469,Lily Dubois,Male,19,Consumer,Saint John,New Brunswick,Canada,2022-03-10
C00470,Samuel Walker,Male,49,Corporate,Moncton,New Brunswick,Canada,2022-12-15
C00471,Isabella Young,Non-binary,34,Consumer,Lethbridge,Alberta,Canada,2022-01-02
C00472,Evelyn Wong,Non-binary,29,Consumer,Calgary,Alberta,Canada,2023-03-19
C00473,Mia Wilson,Male,44,Consumer,Kitchener,Ontario,Canada,2024-04-03
C00474,Avery Fournier,Male,53,Consumer,Corner Brook,Newfoundland and Labrador,Canada,2022-11-20
C00475,Abigail Wong,Non-binary,47,Consumer,Gatineau,Quebec,Canada,2022-01-16
C00476,Daniel Fournier,Female,29,Consumer,Saint John,New Brunswick,Canada,2022-08-24
C00477,Daniel Hughes,Male,34,Consumer,Kingston,Ontario,Canada,2024-04-09
C00478,Charlotte Hughes,Non-binary,56,Consumer,Red Deer,Alberta,Canada,2023-05-05
C00479,Leo Brown,Non-binary,37,Consumer,Edmonton,Alberta,Canada,2022-12-13
C00480,Ella Taylor,Female,56,Small Business,Halifax,Nova Scotia,Canada,2024-10-12
C00481,Evelyn Bélanger,Non-binary,36,Consumer,Fredericton,New Brunswick,Canada,2024-05-24
C00482,Ethan Anderson,Non-binary,38,Small Business,Charlottetown,Prince Edward Island,Canada,2022-03-01
C00483,Leo Hughes,Male,46,Consumer,Edmonton,Alberta,Canada,2024-08-10
C00484,Mateo Gagnon,Non-binary,20,Consumer,Corner Brook,Newfoundland and Labrador,Canada,2024-02-11
C00485,Violet Young,Female,18,Consumer,Charlottetown,Prince Edward Island,Canada,2023-07-21
C00486,Evelyn Martin,Male,51,Consumer,Victoria,British Columbia,Canada,2023-03-14
C00487,Alexander Côté,Non-binary,37,Small Business,Sherbrooke,Quebec,Canada,2023-07-26
C00488,Ella Morgan,Male,37,Consumer,Winnipeg,Manitoba,Canada,2022-10-30
C00489,James Bernard,Female,53,Small Business,Sydney,Nova Scotia,Canada,2024-07-14
C00490,Daniel Wong,Male,23,Small Business,Surrey,British Columbia,Canada,2024-07-06
C00491,Mia Tremblay,Male,38,Consumer,Regina,Saskatchewan,Canada,2023-12-12
C00492,Noah Turner,Female,37,Corporate,Sydney,Nova Scotia,Canada,2024-04-17
C00493,Carter Johnson,Female,65,Consumer,Winnipeg,Manitoba,Canada,2022-09-12
C00494,Hannah Chen,Male,36,Consumer,Burnaby,British Columbia,Canada,2023-11-07
C00495,Benjamin Scott,Female,25,Consumer,Kitchener,Ontario,Canada,2024-12-10
C00496,Carter Dubois,Non-binary,49,Small Business,Charlottetown,Prince Edward Island,Canada,2024-12-08
C00497,Hannah Stewart,Male,37,Corporate,Charlottetown,Prince Edward Island,Canada,2022-07-09
C00498,Olivia Gagnon,Non-binary,27,Consumer,Toronto,Ontario,Canada,2023-06-13
C00499,Isabella Gagnon,Female,20,Small Business,Red Deer,Alberta,Canada,2022-10-22
C00500,Violet Nguyen,Male,57,Consumer,Halifax,Nova Scotia,Canada,2024-12-27
C00501,Harper Stewart,Female,41,Consumer,Sydney,Nova Scotia,Canada,2023-01-14
C00502,Abigail Morgan,Non-binary,33,Consumer,Fredericton,New Brunswick,Canada,2022-10-16
C00503,Emma Lee,Male,18,Consumer,Burnaby,British Columbia,Canada,2023-05-16
C00504,Mateo Côté,Female,39,Corporate,Corner Brook,Newfoundland and Labrador,Canada,2024-11-11
C00505,Mia Reid,Female,48,Corporate,Fort McMurray,Alberta,Canada,2024-02-22
C00506,Henry Hughes,Female,64,Consumer,Regina,Saskatchewan,Canada,2024-03-05
C00507,Sophia Côté,Non-binary,36,Consumer,Richmond,British Columbia,Canada,2023-11-21
C00508,Hannah Lefebvre,Non-binary,28,Consumer,Calgary,Alberta,Canada,2024-12-25
C00509,Owen Hall,Female,42,Corporate,Regina,Saskatchewan,Canada,2023-09-04
C00510,Ethan Singh,Non-binary,25,Consumer,Saskatoon,Saskatchewan,Canada,2023-08-25
C00511,Aria Miller,Female,33,Consumer,Kelowna,British Columbia,Canada,2022-09-18
C00512,Grace Wong,Female,26,Consumer,Winnipeg,Manitoba,Canada,2023-04-12
C00513,Ella Lefebvre,Female,42,Consumer,Brandon,Manitoba,Canada,2022-01-26
C00514,Benjamin Gagnon,Non-binary,55,Consumer,Quebec City,Quebec,Canada,2022-03-15
C00515,Alexander Hall,Male,18,Consumer,Winnipeg,Manitoba,Canada,2023-05-17
C00516,Aria Patel,Female,46,Consumer,Moncton,New Brunswick,Canada,2024-10-18
C00517,Violet Campbell,Non-binary,72,Consumer,Longueuil,Quebec,Canada,2023-07-22
C00518,Chloe Miller,Male,33,Consumer,Corner Brook,Newfoundland and Labrador,Canada,2023-08-05
C00519,Olivia Taylor,Female,36,Consumer,Charlottetown,Prince Edward Island,Canada,2024-11-03
C00520,Riley Hughes,Female,34,Consumer,Toronto,Ontario,Canada,2023-06-06
C00521,Audrey Wong,Female,47,Consumer,Richmond,British Columbia,Canada,2024-09-23
C00522,Sofia Wilson,Female,32,Small Business,Brandon,Manitoba,Canada,2023-04-01
C00523,Michael Dubois,Non-binary,37,Small Business,Saskatoon,Saskatchewan,Canada,2022-05-25
C00524,Ella Brown,Non-binary,49,Small Business,Winnipeg,Manitoba,Canada,2023-03-11
C00525,Emma Chen,Female,53,Consumer,Halifax,Nova Scotia,Canada,2022-08-04
C00526,Amelia Lefebvre,Male,22,Consumer,Surrey,British Columbia,Canada,2022-01-04
C00527,Julian Harris,Non-binary,48,Consumer,Edmonton,Alberta,Canada,2024-06-01
C00528,Ethan Hall,Non-binary,59,Corporate,Montreal,Quebec,Canada,2023-11-21
C00529,David Bélanger,Female,18,Consumer,Saskatoon,Saskatchewan,Canada,2024-10-15
C00530,Liam Evans,Non-binary,45,Consumer,Winnipeg,Manitoba,Canada,2022-12-26
C00531,Wyatt Roy,Non-binary,25,Consumer,Saskatoon,Saskatchewan,Canada,2022-03-20
C00532,David Martin,Non-binary,29,Corporate,Richmond,British Columbia,Canada,2022-11-21
C00533,Mason Young,Male,55,Consumer,Charlottetown,Prince Edward Island,Canada,2023-01-20
C00534,Nathan Côté,Male,25,Consumer,Regina,Saskatchewan,Canada,2022-03-08
C00535,Scarlett Reid,Non-binary,60,Small Business,Halifax,Nova Scotia,Canada,2024-03-04
C00536,Emma Campbell,Non-binary,34,Consumer,Charlottetown,Prince Edward Island,Canada,2023-02-15
C00537,Ella Bélanger,Non-binary,32,Consumer,Brandon,Manitoba,Canada,2024-06-15
C00538,Sofia Tremblay,Female,19,Consumer,Fredericton,New Brunswick,Canada,2024-03-29
C00539,Sophia Singh,Non-binary,29,Consumer,Corner Brook,Newfoundland and Labrador,Canada,2022-05-09
C00540,Ella Stewart,Female,51,Consumer,Sydney,Nova Scotia,Canada,2024-05-06
C00541,Ava MacDonald,Female,46,Corporate,Fort McMurray,Alberta,Canada,2023-07-29
C00542,Violet Gagnon,Female,22,Small Business,Winnipeg,Manitoba,Canada,2022-05-15
C00543,Benjamin Stewart,Non-binary,36,Consumer,Moncton,New Brunswick,Canada,2022-02-12
C00544,Aria Turner,Female,49,Consumer,Longueuil,Quebec,Canada,2022-12-18
C00545,Owen Harris,Non-binary,40,Consumer,Halifax,Nova Scotia,Canada,2024-11-07
C00546,David Brown,Non-binary,36,Consumer,Longueuil,Quebec,Canada,2023-01-23
C00547,Hudson Morgan,Female,43,Consumer,Halifax,Nova Scotia,Canada,2023-03-15
C00548,Benjamin Lam,Male,28,Small Business,Surrey,British Columbia,Canada,2022-11-29
C00549,Audrey Evans,Female,56,Consumer,Kingston,Ontario,Canada,2024-09-09
C00550,Liam Martin,Non-binary,35,Consumer,Lethbridge,Alberta,Canada,2022-07-22
C00551,Evelyn Gagnon,Non-binary,23,Consumer,Sherbrooke,Quebec,Canada,2022-11-10
C00552,Benjamin Lam,Female,46,Small Business,Saskatoon,Saskatchewan,Canada,2024-04-09
C00553,Ella Campbell,Non-binary,40,Consumer,Winnipeg,Manitoba,Canada,2022-07-21
C00554,Isabella Thomas,Non-binary,39,Small Business,Regina,Saskatchewan,Canada,2023-12-25
C00555,Liam Walker,Male,22,Consumer,Corner Brook,Newfoundland and Labrador,Canada,2024-10-06
C00556,Julian Gagnon,Female,49,Corporate,Red Deer,Alberta,Canada,2022-05-09
C00557,Daniel Côté,Non-binary,35,Consumer,Charlottetown,Prince Edward Island,Canada,2022-12-27
C00558,Ava Tremblay,Male,46,Consumer,Winnipeg,Manitoba,Canada,2022-12-24
C00559,Charlotte Fournier,Male,31,Small Business,Halifax,Nova Scotia,Canada,2022-06-14
C00560,Lily Anderson,Non-binary,39,Corporate,Brandon,Manitoba,Canada,2022-11-08
C00561,Olivia Tremblay,Male,52,Corporate,Fredericton,New Brunswick,Canada,2023-10-08
C00562,Joseph Chen,Female,53,Consumer,Charlottetown,Prince Edward Island,Canada,2022-02-10
C00563,Joseph Wilson,Non-binary,44,Small Business,Halifax,Nova Scotia,Canada,2022-04-20
C00564,Zoey Stewart,Female,37,Consumer,St. John's,Newfoundland and Labrador,Canada,2023-05-31
C00565,Evelyn Brown,Non-binary,33,Consumer,Edmonton,Alberta,Canada,2023-09-18
C00566,Ella Turner,Male,18,Consumer,Sydney,Nova Scotia,Canada,2024-04-29
C00567,Alexander Martin,Male,18,Consumer,Saskatoon,Saskatchewan,Canada,2023-05-21
C00568,Noah Hughes,Male,35,Small Business,Charlottetown,Prince Edward Island,Canada,2022-03-23
C00569,Carter Singh,Non-binary,22,Consumer,Brandon,Manitoba,Canada,2022-08-16
C00570,Harper Patel,Non-binary,33,Corporate,Saskatoon,Saskatchewan,Canada,2022-08-12
C00571,Isaac Chen,Non-binary,24,Small Business,Quebec City,Quebec,Canada,2024-09-30
C00572,Audrey Miller,Non-binary,18,Consumer,Laval,Quebec,Canada,2024-08-25
C00573,Jack Hughes,Female,56,Consumer,Brandon,Manitoba,Canada,2022-04-27
C00574,Violet Thomas,Non-binary,47,Small Business,Red Deer,Alberta,Canada,2022-03-26
C00575,Aria Wong,Male,31,Consumer,Regina,Saskatchewan,Canada,2023-10-05
C00576,Joseph Morgan,Male,45,Small Business,Red Deer,Alberta,Canada,2024-04-10
C00577,Charlotte Brown,Female,26,Consumer,Saint John,New Brunswick,Canada,2023-06-03
C00578,David Wong,Non-binary,39,Small Business,Kelowna,British Columbia,Canada,2022-08-11
C00579,Lucas Singh,Male,54,Consumer,Brandon,Manitoba,Canada,2022-04-24
C00580,Lucas Côté,Non-binary,18,Corporate,Charlottetown,Prince Edward Island,Canada,2022-12-15
C00581,Evelyn Harris,Male,44,Corporate,Regina,Saskatchewan,Canada,2023-06-18
C00582,Hudson Patel,Male,23,Consumer,Surrey,British Columbia,Canada,2024-12-29
C00583,Henry Reid,Female,42,Small Business,Winnipeg,Manitoba,Canada,2022-08-09
C00584,Hannah Tremblay,Female,49,Consumer,Moncton,New Brunswick,Canada,2024-07-19
C00585,Julian Bernard,Non-binary,47,Consumer,Edmonton,Alberta,Canada,2023-10-16
C00586,Hudson Roy,Female,29,Consumer,Montreal,Quebec,Canada,2022-05-17
C00587,Nathan Campbell,Non-binary,18,Consumer,Red Deer,Alberta,Canada,2024-05-06
C00588,Leo Martin,Non-binary,58,Consumer,London,Ontario,Canada,2023-08-12
C00589,Alexander Bouchard,Non-binary,23,Consumer,Saint John,New Brunswick,Canada,2023-02-13
C00590,Zoey Campbell,Female,30,Consumer,Halifax,Nova Scotia,Canada,2023-01-30
C00591,Sophia Evans,Male,50,Small Business,Charlottetown,Prince Edward Island,Canada,2022-11-23
C00592,Henry Turner,Female,34,Consumer,Regina,Saskatchewan,Canada,2024-07-01
C00593,Emma Clarke,Non-binary,43,Consumer,Saskatoon,Saskatchewan,Canada,2024-04-14
